"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","response","spatialunit","size"
"1",0.246590894087144,0.235210091883022,0.620507552868623,21.6672682350844,9.07679828389156e-19,6,-314.332959941403,642.665919882805,669.406500395272,127.444805268279,331,"entero","huc","08"
"2",0.253727797529694,0.240159212030234,0.618496575239008,18.6996498301013,9.86199046917718e-19,7,-312.729182789699,641.458365579399,672.019029022218,126.237544482186,330,"entero","huc","10"
"3",0.259018149059945,0.245380446281907,0.609968310299187,18.9927991008184,5.64597458529758e-19,7,-304.351245899651,624.702491799302,655.167631719146,121.291996699574,326,"entero","huc","12"
"4",0.257613861793102,0.244115932007522,0.616884124337478,19.0854350174732,4.2927272277571e-19,7,-311.849460024755,639.698920049511,670.25958349233,125.580187543674,330,"entero","huc","14"
"5",0.417200450060608,0.412525587360559,0.542413116513,89.2433589667286,2.49056510261895e-84,7,-605.928109396992,1227.85621879398,1264.86996078798,220.070567746078,748,"fecal","huc","08"
"6",0.417866730053437,0.413451054175208,0.54168497837725,94.6325639781793,1.61452601780042e-89,7,-639.567115810272,1295.13423162054,1332.59110040014,232.097289097454,791,"fecal","huc","10"
"7",0.453909684994734,0.449021408517705,0.524510859873064,92.8567946448459,2.39817309681537e-98,8,-607.162624816931,1232.32524963386,1274.37354614301,215.137304141579,782,"fecal","huc","12"
"8",0.379886515045016,0.373746777570214,0.54625419689065,61.8734134161458,8.88957936721304e-60,7,-495.625952972567,1007.25190594513,1042.59882543262,180.826550458114,606,"fecal","huc","14"
"9",0.782835485194589,0.776902028505916,25.0970970921625,131.935821944921,9.68209932370135e-59,6,-874.23089440293,1762.46178880586,1785.15401791128,115265.163688978,183,"metal","huc","08"
"10",0.690706760279629,0.68874672707481,32.7543063341396,352.395438292364,3.04303257868215e-198,6,-3898.82713928074,7811.65427856147,7844.40267336405,846474.37632679,789,"metal","huc","10"
"11",0.690519549887607,0.688976006495525,32.7604308666926,447.35998575091,1.54101584221355e-202,5,-3958.37729819507,7928.75459639013,7956.91453839975,860743.156118221,802,"metal","huc","12"
"12",0.689399621826247,0.687850492758048,32.8196530138292,445.024004764212,6.54903937062422e-202,5,-3959.8348225806,7931.66964516121,7959.82958717083,863857.958406413,802,"metal","huc","14"
"13",0.27499093686688,0.271149829247632,114.493264518934,71.5915730891953,1.99547293297132e-51,5,-4678.67718234107,9369.35436468213,9397.15427528181,9897074.25325297,755,"pah","huc","08"
"14",0.321837020742024,0.318390194926227,108.952411262888,93.3720001942268,5.44447830243387e-65,5,-4836.49305834972,9684.98611669944,9713.03348505032,9342184.17303796,787,"pah","huc","10"
"15",0.322923116115456,0.316614946389824,118.928946901334,51.1912535902928,1.61430507918638e-51,7,-4031.03060760396,8078.06121520792,8113.88929234559,9108796.8007229,644,"pah","huc","12"
"16",0.337361611568395,0.330843856928084,109.387355486854,51.7604037258304,1.67092453121942e-51,7,-3768.71547119474,7553.43094238949,7588.82989458073,7299012.05964854,610,"pah","huc","14"
"17",0.28968777894278,0.285904491480424,0.765734087651036,76.5703853659664,1.81853466104017e-54,5,-868.41747021578,1748.83494043156,1776.60318868864,440.347868436064,751,"pcb","huc","08"
"18",0.285960150783905,0.282312437633376,0.766418192058974,78.3943635322359,6.0987148184041e-56,5,-905.986074305975,1823.97214861195,1851.9891371511,459.931729728134,783,"pcb","huc","10"
