SC_CLIM_DIV,START_DATE,END_DATE,MONTH,YEAR,    PCP,   TAVG,   TMIN,   TMAX,   PDSI,   PHDI,   ZNDX,   PMDI,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24
7,6/1/2014,6/30/2014,6,2014,3.13,79.5,69,89.9,-0.81,0.59,-1.86,-0.77,-1.12,-0.91,-0.22,-0.21,-0.3,0.07,0.62
7,7/1/2014,7/31/2014,7,2014,5.68,80.8,71.1,90.6,-1,-1,-0.81,-1,-0.03,-0.82,-0.82,-0.19,-0.08,-0.67,0.69
7,8/1/2014,8/31/2014,8,2014,4.36,80.5,70.4,90.6,-1.54,-1.54,-1.92,-1.54,-0.61,-0.63,-1.16,-0.55,-0.5,-0.97,0.28
7,9/1/2014,9/30/2014,9,2014,7.22,76.3,68.2,84.5,0.41,-0.96,1.24,-0.24,1.07,0.45,0.28,0,-0.06,-0.18,0.74
7,10/1/2014,10/31/2014,10,2014,1.41,67.4,54.4,80.3,-0.45,-1.31,-1.34,-1.21,-0.58,0.44,-0.02,-0.64,-0.24,-0.12,0.66
7,11/1/2014,11/30/2014,11,2014,4.95,52.1,39.5,64.7,1.04,1.04,3.11,1.04,1.5,0.53,0.96,0.03,0.26,0.11,0.96
7,12/1/2014,12/31/2014,12,2014,3.63,51.8,40.7,62.8,1.23,1.23,0.9,1.23,0.36,1.18,0.51,0.53,0.31,0.18,0.92
7,1/1/2015,1/31/2015,1,2015,3.85,47.2,36.1,58.2,1.36,1.36,0.78,1.36,0.43,0.42,1.04,0.62,0.12,0.32,1.13
7,2/1/2015,2/28/2015,2,2015,4.59,44.5,32.6,56.3,1.68,1.68,1.38,1.68,0.61,0.6,0.59,1.03,0.34,0.5,0.75
7,3/1/2015,3/31/2015,3,2015,3.65,58.8,47.5,70.2,1.33,1.33,-0.55,0.98,0.03,0.37,0.45,0.59,0.62,0.45,0.76
7,4/1/2015,4/30/2015,4,2015,4.41,67.2,56.6,77.8,1.54,1.54,1.07,1.54,0.93,0.57,0.74,1.11,0.83,0.39,0.76
7,5/1/2015,5/31/2015,5,2015,1.5,72.7,61,84.4,-0.72,0.66,-2.17,-0.55,-1.2,-0.22,-0.18,0.29,0.76,0.16,0.66
7,6/1/2015,6/30/2015,6,2015,4.37,81.4,70.2,92.6,-1.22,-1.22,-1.71,-1.22,-0.26,-1.14,-0.5,0.02,0.29,0.33,0.28
7,7/1/2015,7/31/2015,7,2015,4.11,82.9,71.7,94,-1.91,-1.91,-2.45,-1.91,-1.03,-0.97,-1.5,-0.52,0.24,0.13,-0.36
7,8/1/2015,8/31/2015,8,2015,7.97,80.4,70.6,90.2,0.23,-1.48,0.7,-1.08,0.94,0.14,-0.12,-0.32,0.13,0.63,-0.12
7,9/1/2015,9/30/2015,9,2015,4.28,75.7,66.6,84.9,0.03,-1.51,-0.53,-1.29,0.08,0.65,0.02,-0.37,-0.02,0.23,0.02
7,10/1/2015,10/31/2015,10,2015,12.66,65.9,55.5,76.4,3.03,3.03,9.01,3.03,2.61,2.26,2.42,1.27,1.4,1.55,1.02
7,11/1/2015,11/30/2015,11,2015,6.89,61.4,51.3,71.5,4.28,4.28,4.67,4.28,2.21,2.92,2.8,2.18,1.91,1.87,1.42
7,12/1/2015,12/31/2015,12,2015,3.93,61.6,51.4,71.8,3.93,3.93,0.28,3.93,0.52,1.81,2.86,2.29,1.93,1.9,1.4
7,1/1/2016,1/31/2016,1,2016,3.23,46,35.4,56.6,3.61,3.61,0.24,3.61,0.1,0.31,1.42,2.49,1.71,1.8,1.4
7,2/1/2016,2/29/2016,2,2016,5.11,50.8,39.4,62.3,3.72,3.72,1.46,3.72,0.86,0.56,0.64,2.38,2.04,1.82,1.53
7,3/1/2016,3/31/2016,3,2016,3.22,62.7,51.3,74.1,2.91,2.91,-1.29,2.34,-0.2,0.4,0.3,2.28,2.01,1.73,1.47
7,4/1/2016,4/30/2016,4,2016,2.18,64.7,52.7,76.7,2.3,2.3,-0.92,1.34,-0.48,-0.47,0.17,1.03,2.16,1.53,1.28
7,5/1/2016,5/31/2016,5,2016,6.86,72.1,61.3,82.9,3.02,3.02,2.86,3.02,1.55,0.99,0.61,0.82,2.26,2.04,1.55
7,6/1/2016,6/30/2016,6,2016,4.42,80.8,70.4,91.1,-0.22,2.49,-0.65,2.17,-0.23,0.98,0.57,0.54,2.22,2.1,1.64
7,7/1/2016,7/31/2016,7,2016,3.56,84.7,73.8,95.6,-1.07,1.36,-2.64,-0.09,-1.55,-1.22,0.03,0.07,0.86,2.02,1.5
7,8/1/2016,8/31/2016,8,2016,4.01,82.6,73,92.1,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43
7,9/1/2016,9/30/2016,9,2016,8.77,78,68.9,87.1,0.68,-0.95,2.05,0.11,1.48,0.81,0.01,0.3,0.41,1.98,1.58
7,10/1/2016,10/31/2016,10,2016,9.43,68.2,56.7,79.8,2.66,2.66,6.15,2.66,2.02,2.48,1.95,1.63,1.4,1.71,2.24
7,11/1/2016,11/30/2016,11,2016,0.33,57.8,44.8,70.8,1.71,1.71,-2.03,0.79,-1.93,1.34,1.93,0.73,0.92,1.06,2.15
7,12/1/2016,12/31/2016,12,2016,4.91,53,42.8,63.2,2.1,2.1,1.68,1.83,1,0,1.48,1.14,1.21,1.18,1.96
7,1/1/2017,1/31/2017,1,2017,5.17,54.6,43.8,65.4,2.39,2.39,1.52,2.39,1.05,1.25,0.53,1.69,1.52,1.39,2.05
7,2/1/2017,2/28/2017,2,2017,1.12,57.9,45.1,70.7,-0.98,1.16,-2.93,-0.18,-1.51,-0.2,0.35,1.6,0.74,0.91,1.78
7,3/1/2017,3/31/2017,3,2017,1.18,58,45.4,70.6,-1.73,-1.73,-2.56,-1.73,-1.56,-2.16,-0.91,0.6,0.5,0.64,1.58
7,4/1/2017,4/30/2017,4,2017,4.79,68.9,57.3,80.4,0.29,-1.26,0.88,-0.75,1.13,-0.22,-1.05,-0.23,1.04,0.95,1.61
7,5/1/2017,5/31/2017,5,2017,5.23,73.5,62,85,0.67,-0.72,1.23,0.43,0.94,1.34,0.31,0.43,1.46,0.72,1.87
7,6/1/2017,6/30/2017,6,2017,4.93,77.9,69,86.9,0.7,0.7,0.3,0.7,0.05,0.59,1.06,0.03,0.92,0.81,1.9
7,7/1/2017,7/31/2017,7,2017,6.72,81.8,72.3,91.2,0.82,0.82,0.58,0.82,0.45,0.24,0.61,-0.22,0.14,1.18,2.05
7,8/1/2017,8/31/2017,8,2017,6.81,80.9,72.4,89.4,0.96,0.96,0.68,0.96,0.52,0.6,0.42,0.48,0.56,1.51,1.91
7,9/1/2017,9/30/2017,9,2017,6.41,76.7,66.6,86.8,1.4,1.4,1.62,1.4,0.83,0.94,0.99,1.36,0.56,1.19,2.13
7,10/1/2017,10/31/2017,10,2017,2.51,69,57.9,80.1,-0.03,1.23,-0.09,1.1,0.06,0.52,0.65,0.88,0.21,0.43,1.49
7,11/1/2017,11/30/2017,11,2017,1.39,56.9,44.8,69,-0.32,0.81,-0.87,0.12,-0.51,-0.3,0.21,0.41,0.48,0.55,1.06
7,12/1/2017,12/31/2017,12,2017,3.18,50.5,40.7,60.3,-0.16,0.85,0.36,0.31,0.1,-0.3,-0.28,0.49,0.86,0.31,0.98
7,1/1/2018,1/31/2018,1,2018,2.37,43.6,31.6,55.5,-0.3,0.61,-0.47,-0.22,-0.41,-0.28,-0.49,0.15,0.44,-0.08,0.87
7,2/1/2018,2/28/2018,2,2018,1.44,60,49.7,70.2,-1.22,-1.22,-2.84,-1.22,-1.27,-1.18,-0.89,-0.4,-0.13,-0.01,0.58
7,3/1/2018,3/31/2018,3,2018,2.37,54.5,42.8,66.1,-1.51,-1.51,-1.26,-1.51,-0.71,-1.38,-1.35,-1.1,-0.3,0.16,0.52
7,4/1/2018,4/30/2018,4,2018,4.24,61.8,49.3,74.2,0.55,-0.8,1.66,0.15,0.84,0.04,-0.65,-0.79,-0.22,0.05,0.7
7,5/1/2018,5/31/2018,5,2018,6.54,74.6,64.4,84.8,1.26,1.26,2.29,1.26,1.44,1.6,0.85,0.01,0.11,0.23,0.66
7,6/1/2018,6/30/2018,6,2018,3.95,81.2,71,91.3,0.77,0.77,-1.09,0.02,-0.52,0.71,0.99,-0.28,-0.37,0.11,0.63
7,7/1/2018,7/31/2018,7,2018,8.83,81,72.1,89.8,1.36,1.36,2.02,1.36,1.23,0.59,1.27,0.47,0.13,0.39,1.1
7,8/1/2018,8/31/2018,8,2018,5.01,80.9,71.8,89.9,-0.21,1.01,-0.63,0.57,-0.27,0.69,0.25,0.74,0.1,0.18,1.14
7,9/1/2018,9/30/2018,9,2018,3.35,80.1,71.5,88.6,-0.65,-0.65,-1.39,-0.65,-0.33,-0.68,0.26,0.75,-0.13,-0.24,0.72
7,10/1/2018,10/31/2018,10,2018,3.95,69.8,59.6,80,0.16,0.16,0.49,-0.42,0.63,0.06,-0.21,0.7,0.2,-0.04,0.19
7,11/1/2018,11/30/2018,11,2018,4.66,55.6,45.9,65.3,1.01,1.01,2.58,1.01,1.39,1.09,0.61,0.59,0.94,0.38,0.55
7,12/1/2018,12/31/2018,12,2018,7.72,51.5,42.1,61,2.52,2.52,4.86,2.52,2.13,2.2,1.78,1.5,1.7,0.98,0.85
